Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
17.190.1734,False,False,True,464127,305,Medieval Art,1917,Reliquary bust,Reliquary Bust of Saint Catherine of Alexandria,German,,,,,13883,Artist,Workshop of,Niclaus Gerhaert von Leyden,"North Netherlandish, active Strasbourg, ca. 1462–died 1473 Vienna", ,"Gerhaert von Leyden, Niclaus",North Netherlandish,1462      ,1473      ,,http://vocab.getty.edu/page/ulan/500100204,https://www.wikidata.org/wiki/Q33696,ca. 1465,1465,1465,Walnut with paint and gilding; limewood base,Overall: 18 5/8 x 17 5/8 x 10 1/8 in. (47.3 x 44.8 x 25.7 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Strasbourg,,Upper Rhineland,Germany,,,,,,,Sculpture-Wood,,http://www.metmuseum.org/art/collection/search/464127,https://www.wikidata.org/wiki/Q116273964,,"Metropolitan Museum of Art, New York, NY",Saint Catherine, , 
1989.62.1,False,False,True,316270,202,"Arts of Africa, Oceania, and the Americas",1989,Bottle,Corn stalk-shaped vessel,Nasca,,,,,22409,Artist, ,Nasca artist(s), , ,Nasca artist(s), ,          ,          ,,,,1–600 CE,1,600,"Ceramic, slip",H. 10 1/4 × W. 4 1/2 × D. 2 1/2 in. (26 × 11.4 × 6.4 cm),"Purchase, Judith S. Randal Foundation Gift, 1989",,,,,Peru,South Coast,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/316270,https://www.wikidata.org/wiki/Q116407154,,"Metropolitan Museum of Art, New York, NY",Corn,http://vocab.getty.edu/page/aat/300375397,https://www.wikidata.org/wiki/Q11575
89.4.1489,True,True,True,502064,681,Musical Instruments,1889,Sesando,Sesando,Javanese (Timorese),,,,,,,,,,,,,,,,,,late 19th century,1890,1900,"Bamboo, teak wood, palm (Borassus flabellifera), wire",H. 22 1/16 × W. 24 × D. 12 3/16 in. (56 × 61 × 31 cm),"The Crosby Brown Collection of Musical Instruments, 1889",,Nusa Tenggara,,Timor Island,Indonesia,,,,,,,Chordophone-Zither-plucked-tube,,http://www.metmuseum.org/art/collection/search/502064,https://www.wikidata.org/wiki/Q81909825,,"Metropolitan Museum of Art, New York, NY",,,
1998.72,True,True,True,503503,684,Musical Instruments,1998,Kamānche,Kamānche,Iranian (Persian),,,,,,,,,,,,,,,,,,ca. 1880,1870,1890,"Wood, metal, bone, gut","Height: 40 1/2 in. (102.9 cm)
Width: 6 in. (15.3 cm)
Diameter: 5 1/2 in. (14 cm)","Purchase, Mr. and Mrs. Thatcher M. Brown III Gift, 1998",,Tehran,,,Iran (Persia),,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/503503,https://www.wikidata.org/wiki/Q29385625,,"Metropolitan Museum of Art, New York, NY",,,
10.203.1,False,False,True,463414,305,Medieval Art,1910,Pilaster,Pilaster of Angels Sounding Trumpets from the Parapet of a Pulpit,Central Italian,,,,,13886,Artist,Workshop of,Giovanni Pisano,"Italian, Pisa ca. 1240–before 1320 Siena", ,"Pisano, Giovanni",Italian,1235      ,1320      ,,http://vocab.getty.edu/page/ulan/500017740,https://www.wikidata.org/wiki/Q314932,1302–10,1302,1310,"Marble (Lunense from Carrara), traces of paint",Overall: 33 1/2 x 7 1/8 x 6 1/2 in. (85.1 x 18.1 x 16.5 cm),"Frederick C. Hewitt Fund, 1910",Made in,Pisa,,Tuscany,Italy,,,,,,,Sculpture-Stone,,http://www.metmuseum.org/art/collection/search/463414,https://www.wikidata.org/wiki/Q116276355,,"Metropolitan Museum of Art, New York, NY",Trumpets|Angels,http://vocab.getty.edu/page/aat/300042339|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q8338|https://www.wikidata.org/wiki/Q235113
10.203.2,False,False,True,463415,305,Medieval Art,1910,Pilaster,Pilaster of Angels Sounding Trumpets from the Parapet of a Pulpit,Central Italian,,,,,13886,Artist,Workshop of,Giovanni Pisano,"Italian, Pisa ca. 1240–before 1320 Siena", ,"Pisano, Giovanni",Italian,1235      ,1320      ,,http://vocab.getty.edu/page/ulan/500017740,https://www.wikidata.org/wiki/Q314932,1302–10,1302,1310,"Marble (Lunense from Carrara), traces of paint",Overall: 33 5/8 x 9 1/8 x 7 in. (85.4 x 23.2 x 17.8 cm),"Frederick C. Hewitt Fund, 1910",Made in,Pisa,,Tuscany,Italy,,,,,,,Sculpture-Stone,,http://www.metmuseum.org/art/collection/search/463415,https://www.wikidata.org/wiki/Q116276354,,"Metropolitan Museum of Art, New York, NY",Music|Trumpets|Angels,http://vocab.getty.edu/page/aat/300435214|http://vocab.getty.edu/page/aat/300042339|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q638|https://www.wikidata.org/wiki/Q8338|https://www.wikidata.org/wiki/Q235113
1975.1.138,True,True,True,459080,953,Robert Lehman Collection,1975,Painting,Erasmus of Rotterdam,,,,,,16199,Artist, ,Hans Holbein the Younger,"German, Augsburg 1497/98–1543 London",(and Workshop(?)),"Holbein, Hans, the Younger",German,1497      ,1543      ,,http://vocab.getty.edu/page/ulan/500005259,https://www.wikidata.org/wiki/Q48319,ca. 1532,1527,1537,Oil on linden panel,7 1/4 x 5 9/16 in. (18.4 x 14.2 cm); painted surface 6 15/16 x 5 1/2 in. (17.6 x 14 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459080,https://www.wikidata.org/wiki/Q20181435,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1999.295.15,False,False,True,318331,304,"Arts of Africa, Oceania, and the Americas",1999,Crucifix,Triple Crucifix,Kongo,,,,,21914,Artist, ,Kongo artist, , ,Kongo artist, ,          ,          ,,,,16th–17th century (central figure); 18th–19th century (top and bottom figures),1500,1899,"Open-back cast brass (central figure), solid cast brass (top and bottom figures), forged iron nails, brass, copper, wood, ultramarine pigment","H. 10 1/4 in. (26 cm), W. 5 3/4 in. (14.5 cm), D. 1 in. (2.5 cm)","Gift of Ernst Anspach, 1999",,,,,Democratic Republic of the Congo or Angola,Lower Congo region,,,,,,Metal-Sculpture,,http://www.metmuseum.org/art/collection/search/318331,https://www.wikidata.org/wiki/Q116407250,,"Metropolitan Museum of Art, New York, NY",Christ|Cross|Crucifixion,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300235443|http://vocab.getty.edu/page/aat/300404300,https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q40843|https://www.wikidata.org/wiki/Q3235597
1998.215.1,False,True,True,469986,019,The Cloisters,1998,Stained glass panel,Man of Sorrows,German,,,,,13893814246,Artist|Artist, | ,Circle of Peter Hemmel von Andlau (Strassburger Werkstattgemeinschaft)|Lautenbach Master,"active Southern and Central Germany, ca. 1470–1500|German, active late 15th century", | ,"Hemmel von Andlau, Peter Circle of|Lautenbach Master", |German,1470      |          ,1500      |          ,|,|(not assigned),|https://www.wikidata.org/wiki/Q21857518,ca. 1480,1480,1480,Pot-metal glass and vitreous paint,"19 1/2 x 16 3/8 in. (49.5 x 41.6 cm)
","The Cloisters Collection, 1998",Made in,Strasbourg,,Upper Rhineland,Germany (present-day France),,,,,,,Glass-Stained,,http://www.metmuseum.org/art/collection/search/469986,https://www.wikidata.org/wiki/Q20201299,,"Metropolitan Museum of Art, New York, NY",Christ,http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q642420
1982.60.82,True,True,True,206990,542,European Sculpture and Decorative Arts,1982,Commode,Commode,French,,,,,16170,Maker, ,André Charles Boulle,"French, Paris 1642–1732 Paris", ,"Boulle, André Charles",French,1642      ,1732      ,,http://vocab.getty.edu/page/ulan/500029110,https://www.wikidata.org/wiki/Q128964,ca. 1710–20,1705,1725,"Walnut veneered with ebony, marquetry of engraved brass and tortoiseshell, gilt-bronze mounts, verd antique marble",34 1/2 × 50 1/2 × 24 3/4 in. (87.6 × 128.3 × 62.9 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/206990,https://www.wikidata.org/wiki/Q29383653,,"Metropolitan Museum of Art, New York, NY",,,
50.4,True,True,True,468346,300,The Cloisters,1950,Chalice,"The Antioch ""Chalice""",Byzantine,,,,,,,,,,,,,,,,,,500–550,500,550,"Silver, silver-gilt","Overall: 7 11/16 x 7 1/16 x 6 in. (19.6 x 18 x 15.2 cm)
foot: 2 15/16 in. (7.4 cm)","The Cloisters Collection, 1950",Made in,Antioch or Kaper Koraon (?),,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/468346,https://www.wikidata.org/wiki/Q29385468,,"Metropolitan Museum of Art, New York, NY",Christ|Animals|Grapes|Birds,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q10978|https://www.wikidata.org/wiki/Q5113
1982.60.61,True,True,True,206976,539,European Sculpture and Decorative Arts,1982,Mechanical table,Mechanical table,French,,,,,341183519,Maker|Maker, |and,"Jean-François Oeben|Roger Vandercruse, called Lacroix","French, born Germany, Heisenberg 1721–1763 Paris|French, 1727–1799", | ,"Oeben, Jean-François|Vandercruse Roger called Lacroix","French, born Germany|French",1721      |1727      ,1763      |1799      ,|,http://vocab.getty.edu/page/ulan/500022758|http://vocab.getty.edu/page/ulan/500007075,https://www.wikidata.org/wiki/Q70441|https://www.wikidata.org/wiki/Q3439532,ca. 1761–63,1756,1768,"Oak veneered with mahogany, kingwood, and tulipwood, with marquetry of mahogany, rosewood, holly, and various other woods; gilt-bronze mounts; imitation Japanese lacquer; replaced silk",Overall: 27 1/2 × 32 1/4 × 18 3/8 in. (69.9 × 81.9 × 46.7 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/206976,https://www.wikidata.org/wiki/Q29383649,,"Metropolitan Museum of Art, New York, NY",,,
1979.206.1470,True,True,True,313658,,"Arts of Africa, Oceania, and the Americas",1979,Figure,Female figure (’otua fefine),Ha'apai Islands,,,,,,,,,,,,,,,,,,Early 19th century,1800,1840,Whale ivory,H. 5 1/4 in. × W. 2 in. × D. 1 1/2 in. (13.3 × 5.1 × 3.8 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",,,,,Tonga,Ha'apai Islands,,,,,,Bone/Ivory-Sculpture,,http://www.metmuseum.org/art/collection/search/313658,https://www.wikidata.org/wiki/Q29384334,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446
32.12,True,True,True,196910,515,European Sculpture and Decorative Arts,1932,Period room,Dining room from Lansdowne House,British,,,,,36866368674564216613,Maker|Maker|Maker|Designer,Plaster ceiling by|Woodwork carved by|Marble chimneypiece supplied by|After a design by,Joseph Rose|John Gilbert|John Devall & Co.|Robert Adam,"1745–1799| |London|British, Kirkcaldy, Scotland 1728–1792 London", | | | ,"Rose Joseph|Gilbert John|John Devall & Co.|Adam, Robert"," | | |British, Scottish",1745      |1700      |          |1728      ,1799      |1800      |          |1792      ,|||,http://vocab.getty.edu/page/ulan/500124328|||http://vocab.getty.edu/page/ulan/500008907,https://www.wikidata.org/wiki/Q30544612|||https://www.wikidata.org/wiki/Q312635,1766–69,1766,1769,"Wood, plaster, stone","room, confirmed: 17 ft. 11 in. × 46 ft. 9 in. × 24 ft. 1 in. (546.1 × 1424.9 × 734.1 cm);  48 ft. 7 in. length to inside window niches (1480.8 cm)
mantelpiece: 75 × 87 3/8 in. (190.5 × 221.9 cm)","Rogers Fund, 1931",,,,,,,,,,,,Woodwork,,http://www.metmuseum.org/art/collection/search/196910,https://www.wikidata.org/wiki/Q29383559,,"Metropolitan Museum of Art, New York, NY",,,
67.239.17,False,False,True,309519,202,"Arts of Africa, Oceania, and the Americas",1967,Bottle,Stirrup-spout bottle with feline and snake,Cupisnique,,,,,22311,Artist, ,Cupisnique artist(s), , ,Cupisnique artist(s), ,          ,          ,,,,1200–800 BCE,-1200,-800,Ceramic,H. 9 1/2 x W. 7 1/2 x D. 6 1/2 in. (24.1 x 19.1 x 16.5 cm),"Harris Brisbane Dick and Fletcher Funds, 1967",,,,,Peru,North Coast,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/309519,https://www.wikidata.org/wiki/Q116406819,,"Metropolitan Museum of Art, New York, NY",Animals|Serpents,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300417734,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q2102
2008.55,True,True,True,74448,,Asian Art,2008,Hanging scroll,같은 해에 태어난 관리들의 친목 모임 조선|同庚契會圖 朝鮮|Gathering of government officials,Korea,Joseon dynasty (1392–1910),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,ca. 1551,1541,1561,Hanging scroll; ink and color on silk,"Image: 51 x 26 3/4 in. (129.5 x 67.9 cm)
Overall with mounting: 82 1/2 x 33 1/4 in. (209.6 x 84.5 cm)
Overall with knobs: 82 1/2 x 36 in. (209.6 x 91.4 cm)","Purchase, Acquisitions Fund, and The Vincent Astor Foundation and Hahn Kwang Ho Gifts, 2008",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/74448,https://www.wikidata.org/wiki/Q78711111,,"Metropolitan Museum of Art, New York, NY",Landscapes|Waterfalls|Mountains,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q34038|https://www.wikidata.org/wiki/Q8502
41.100.157,True,True,True,467730,304,Medieval Art,1941,Plaque,Plaque with Christ Receiving Magdeburg Cathedral from Emperor Otto I,Ottonian,,,,,,,,,,,,,,,,,,ca. 962–968,962,968,Ivory,Overall: 5 1/8 x 4 7/16 x 5/16in. (13 x 11.3 x 0.8cm),"Gift of George Blumenthal, 1941",Made in,Milan (?),,,,,,,,,,Ivories,,http://www.metmuseum.org/art/collection/search/467730,https://www.wikidata.org/wiki/Q29385453,,"Metropolitan Museum of Art, New York, NY",Saints|Christ|Men,http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q8441
"1972.63a, b",False,True,True,309900,550,"Arts of Africa, Oceania, and the Americas",1972,Saltcellar,Saltcellar with Portuguese Figures,Edo (Bini-Portuguese),,,,,21901,Artist, ,Master of the Heraldic Ship,"Court of Owo or Benin, Nigerian", ,Master of the Heraldic Ship,Nigerian,          ,          ,,,,ca. 1525–1600,1520,1600,Ivory,H. 7 1/2 × W. 3 × D. 3 1/4 in. (19.1 × 7.6 × 8.3 cm),"Louis V. Bell and Rogers Funds, 1972",,,,,Nigeria,Court of Owo or Benin,,,,,,Bone/Ivory-Containers,,http://www.metmuseum.org/art/collection/search/309900,https://www.wikidata.org/wiki/Q116282567,,"Metropolitan Museum of Art, New York, NY",Swords|Spears|Men,http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300037038|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q44475|https://www.wikidata.org/wiki/Q8441
67.187.70a,True,True,True,436532,825,European Paintings,1967,Painting,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),,,,,,16194,Artist, ,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise", ,"Gogh, Vincent van",Dutch,1853      ,1890      ,,http://vocab.getty.edu/page/ulan/500115588,https://www.wikidata.org/wiki/Q5582,1887,1887,1887,Oil on canvas,16 x 12 1/2 in. (40.6 x 31.8 cm),"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436532,https://www.wikidata.org/wiki/Q19911684,,"Metropolitan Museum of Art, New York, NY",Men|Self-portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300124534,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q192110
1975.1.7,True,True,True,459131,952,Robert Lehman Collection,1975,Painting,The Last Supper,,,,,,16258,Artist, ,Ugolino da Siena (Ugolino di Nerio),"Italian, Siena, active by 1317–died ?1339/49", ,Ugolino da Siena (Ugolino di Nerio),Italian,1317      ,1349      ,,http://vocab.getty.edu/page/ulan/500008502,https://www.wikidata.org/wiki/Q1357686,ca. 1325–30,1322,1333,Tempera and gold on wood,"Overall, with engaged (modern) frame, 15 x 22 1/4 in. (38.1 x 56.5 cm); painted surface 13 1/2 x 20 3/4 in. (34.3 x 52.7 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459131,https://www.wikidata.org/wiki/Q20185471,,"Metropolitan Museum of Art, New York, NY",Men|Last Supper|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000357|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q51633|https://www.wikidata.org/wiki/Q43115
1982.60.39,True,True,True,437053,539,European Paintings,1982,Painting,The Afternoon Meal (La Merienda),,,,,,16554,Artist, ,Luis Meléndez,"Spanish, Naples 1716–1780 Madrid", ,"Meléndez, Luis",Spanish,1716      ,1780      ,,http://vocab.getty.edu/page/ulan/500012595,https://www.wikidata.org/wiki/Q707478,ca. 1772,1772,1772,Oil on canvas,41 1/2 x 60 1/2 in. (105.4 x 153.7 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437053,https://www.wikidata.org/wiki/Q19911689,,"Metropolitan Museum of Art, New York, NY",Bread|Grapes|Peaches|Still Life|Food,http://vocab.getty.edu/page/aat/300262820|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300266272|http://vocab.getty.edu/page/aat/300015638|http://vocab.getty.edu/page/aat/300254496,https://www.wikidata.org/wiki/Q7802|https://www.wikidata.org/wiki/Q10978|https://www.wikidata.org/wiki/Q13202263|https://www.wikidata.org/wiki/Q170571|https://www.wikidata.org/wiki/Q2095
"89.4.1465a, b",True,False,True,502040,684,Musical Instruments,1889,Saùng-Gauk,Saùng-Gauk,Burmese,,,,,,,,,,,,,,,,,,19th century,1801,1900,"Wood, deerskin, paint, cotton cord, metal, glass",H. 35 5/16 × W. 34 1/4 × D. 8 1/16 in. (89.7 × 87 × 20.5 cm),"The Crosby Brown Collection of Musical Instruments, 1889",,Mandalay?,,,Myanmar (formerly Burma),,,,,,,Chordophone-Harp,,http://www.metmuseum.org/art/collection/search/502040,https://www.wikidata.org/wiki/Q104413040,,"Metropolitan Museum of Art, New York, NY",,,
1978.412.310,False,False,True,310753,136,"Arts of Africa, Oceania, and the Americas",1978,Figure,Figure: Horn Player,Edo,,,,,21914,Artist, ,Edo artist, , ,Edo artist, ,          ,          ,,,,1550–1680,1550,1680,Brass,H. 24 3/4 × W. 11 1/2 × D. 6 3/4 in. (62.9 × 29.2 × 17.2 cm),"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1972",,,,,Nigeria,"Igun-Eronmwen guild, Court of Benin",,,,,,Metal-Sculpture,,http://www.metmuseum.org/art/collection/search/310753,https://www.wikidata.org/wiki/Q116282572,,"Metropolitan Museum of Art, New York, NY",Men|Musicians,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q639669
1981.4.1a–o,True,False,True,36131,,Asian Art,1981,Album,清   龔賢   墨筆山水詩畫   冊|清　龔賢　自題 山水十六開   冊|Landscapes with poems,China,Qing dynasty (1644–1911),,,,1170,Artist, ,Gong Xian,"Chinese, 1619–1689", ,GONG XIAN,Chinese,1619      ,1689      ,,http://vocab.getty.edu/page/ulan/500125754,https://www.wikidata.org/wiki/Q3110482,1688,1688,1688,Fifteen leaves from an album (1980.516.2a–c and 1981.4.1a–o) of eighteen leaves,10 3/4 x 16 1/8 in. (27.3 x 41 cm),"Gift of Douglas Dillon, 1981",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36131,https://www.wikidata.org/wiki/Q29383237,,"Metropolitan Museum of Art, New York, NY",Poetry|Landscapes,http://vocab.getty.edu/page/aat/300055931|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q482|https://www.wikidata.org/wiki/Q191163
